epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,193.69,0.56348,0.55057,0.9408,0.85676,0.9939,0.90895,0.75773,0.62269,0.61538,0.97605,0.00136994,0.00136994,0.00136994
20,203.399,0.57143,0.56585,0.94722,0.85866,0.99695,0.91163,0.76177,0.63221,0.58495,0.97822,0.00135344,0.00135344,0.00135344
21,212.479,0.55308,0.54489,0.93685,0.86582,1,0.91786,0.78274,0.54705,0.5275,0.94536,0.00133693,0.00133693,0.00133693
22,221.334,0.5512,0.52396,0.92822,0.88196,0.99695,0.9163,0.74662,0.61552,0.5298,0.96173,0.00132043,0.00132043,0.00132043
23,230.539,0.55503,0.52581,0.93034,0.88193,0.9878,0.9302,0.79822,0.55023,0.49727,0.97467,0.00130393,0.00130393,0.00130393
24,240.146,0.53996,0.52119,0.93474,0.86664,1,0.92543,0.76745,0.59562,0.56189,0.97342,0.00128742,0.00128742,0.00128742
25,250.873,0.52796,0.50315,0.92975,0.87596,1,0.92272,0.782,0.56597,0.52084,0.97903,0.00127092,0.00127092,0.00127092
26,261.033,0.52547,0.48687,0.92558,0.87418,0.99978,0.92085,0.77645,0.56841,0.536,0.97494,0.00125442,0.00125442,0.00125442
27,271.42,0.53046,0.50777,0.93271,0.89202,0.98171,0.91361,0.77491,0.51512,0.50023,0.94719,0.00123791,0.00123791,0.00123791
28,281.163,0.51576,0.47618,0.9122,0.87266,1,0.92344,0.78147,0.53107,0.52201,0.94724,0.00122141,0.00122141,0.00122141
29,290.243,0.54222,0.48852,0.93091,0.87378,0.99715,0.92189,0.78477,0.60592,0.53386,0.96871,0.00120491,0.00120491,0.00120491
30,299.571,0.52743,0.49506,0.927,0.87115,0.99581,0.91783,0.79299,0.50507,0.50518,0.94575,0.0011884,0.0011884,0.0011884
31,309.363,0.52368,0.45995,0.91606,0.88257,0.98557,0.91849,0.80247,0.53509,0.55926,0.96017,0.0011719,0.0011719,0.0011719
32,318.287,0.54349,0.48558,0.94445,0.88036,0.99959,0.91706,0.76639,0.54691,0.48703,0.95809,0.0011554,0.0011554,0.0011554
33,327.732,0.50711,0.45636,0.91816,0.87572,0.99653,0.93272,0.77758,0.62036,0.51605,0.95032,0.00113889,0.00113889,0.00113889
34,336.915,0.50768,0.4632,0.91291,0.8763,1,0.91273,0.74529,0.62477,0.53946,0.9568,0.00112239,0.00112239,0.00112239
35,346.141,0.499,0.46262,0.91711,0.8991,0.97866,0.91949,0.78806,0.56677,0.47761,0.94069,0.00110589,0.00110589,0.00110589
36,355.933,0.49114,0.43975,0.9117,0.87809,0.99695,0.93172,0.77299,0.54115,0.54061,0.97276,0.00108938,0.00108938,0.00108938
37,367.426,0.48814,0.42514,0.91718,0.87534,1,0.92323,0.79023,0.5234,0.48026,0.94109,0.00107288,0.00107288,0.00107288
38,376.009,0.49786,0.4631,0.91838,0.86857,1,0.91648,0.76586,0.59348,0.50981,0.9514,0.00105638,0.00105638,0.00105638
39,384.83,0.50654,0.46504,0.91741,0.87856,0.99695,0.93036,0.79753,0.5417,0.49447,0.94104,0.00103987,0.00103987,0.00103987
40,393.448,0.47556,0.41874,0.91004,0.86698,0.99274,0.92092,0.79917,0.50318,0.47592,0.96081,0.00102337,0.00102337,0.00102337
41,402.207,0.487,0.43247,0.91164,0.87432,0.99819,0.9274,0.77851,0.56738,0.525,0.94993,0.00100687,0.00100687,0.00100687
42,411.252,0.49734,0.45227,0.91684,0.87242,0.99683,0.92297,0.81669,0.46043,0.52311,0.92844,0.000990365,0.000990365,0.000990365
43,420.335,0.48531,0.45024,0.91103,0.86941,0.99695,0.92307,0.78602,0.51885,0.51058,0.94309,0.000973861,0.000973861,0.000973861
44,429.16,0.4707,0.41204,0.90533,0.88052,1,0.93756,0.81625,0.49675,0.50393,0.92301,0.000957358,0.000957358,0.000957358
45,438.194,0.49731,0.44176,0.92084,0.87386,1,0.92877,0.80815,0.52286,0.48257,0.92508,0.000940855,0.000940855,0.000940855
46,446.94,0.48732,0.42852,0.91739,0.86605,0.99695,0.91542,0.76509,0.56642,0.52375,0.97078,0.000924352,0.000924352,0.000924352
47,455.85,0.47714,0.41692,0.90732,0.8637,1,0.91431,0.76989,0.59392,0.52947,0.96854,0.000907848,0.000907848,0.000907848
48,464.712,0.46256,0.4127,0.9127,0.89235,0.98476,0.91507,0.77962,0.58242,0.47331,0.93654,0.000891345,0.000891345,0.000891345
49,473.596,0.49989,0.42873,0.91385,0.89871,0.97561,0.91796,0.80488,0.50336,0.46878,0.92766,0.000874842,0.000874842,0.000874842
50,482.731,0.47792,0.43025,0.90759,0.87444,1,0.91791,0.79311,0.50633,0.52352,0.93654,0.000858338,0.000858338,0.000858338
51,491.432,0.48655,0.42209,0.90588,0.90556,0.97686,0.93772,0.82408,0.50963,0.47356,0.9281,0.000841835,0.000841835,0.000841835
52,500.246,0.46873,0.39419,0.9084,0.88912,0.9878,0.91511,0.79725,0.49318,0.45792,0.92906,0.000825332,0.000825332,0.000825332
53,509.188,0.45667,0.40089,0.90666,0.89264,0.98437,0.92097,0.80031,0.51486,0.47632,0.92255,0.000808828,0.000808828,0.000808828
54,518.287,0.4698,0.40218,0.90512,0.87188,0.99703,0.92083,0.78217,0.54042,0.47201,0.95701,0.000792325,0.000792325,0.000792325
55,527.273,0.47701,0.41474,0.91326,0.8751,1,0.91553,0.80196,0.50387,0.46318,0.92835,0.000775822,0.000775822,0.000775822
56,536.173,0.46219,0.39968,0.90752,0.87292,1,0.91622,0.77926,0.56046,0.52594,0.94746,0.000759318,0.000759318,0.000759318
57,545.3,0.47003,0.3955,0.902,0.87657,0.99787,0.92456,0.79395,0.55231,0.49046,0.9373,0.000742815,0.000742815,0.000742815
58,555.171,0.46832,0.40543,0.90963,0.88004,0.99695,0.91872,0.7898,0.55939,0.47186,0.94465,0.000726312,0.000726312,0.000726312
59,564.282,0.45957,0.39164,0.89845,0.88296,0.99146,0.92256,0.77731,0.5856,0.49382,0.93676,0.000709809,0.000709809,0.000709809
60,573.881,0.45123,0.38325,0.9047,0.88106,0.9984,0.91564,0.77935,0.56511,0.49384,0.93834,0.000693305,0.000693305,0.000693305
61,583.494,0.43569,0.37225,0.88962,0.88934,0.98171,0.92112,0.8062,0.50317,0.47484,0.92036,0.000676802,0.000676802,0.000676802
62,593.316,0.45104,0.37292,0.89971,0.88308,0.99033,0.9163,0.8071,0.48655,0.47516,0.93401,0.000660299,0.000660299,0.000660299
63,602.855,0.4417,0.38097,0.88939,0.88142,1,0.91557,0.78655,0.55635,0.48035,0.95823,0.000643795,0.000643795,0.000643795
64,612.64,0.42744,0.37377,0.89545,0.87887,1,0.91931,0.79237,0.53201,0.46968,0.93863,0.000627292,0.000627292,0.000627292
65,621.945,0.44682,0.37031,0.88951,0.86662,0.99585,0.9179,0.77885,0.54564,0.51734,0.95407,0.000610789,0.000610789,0.000610789
66,631.787,0.43861,0.37484,0.89669,0.8995,0.98171,0.92568,0.80299,0.50534,0.42887,0.9445,0.000594286,0.000594286,0.000594286
67,641.414,0.43842,0.37019,0.89393,0.89812,0.98709,0.92395,0.80654,0.53232,0.46391,0.94436,0.000577782,0.000577782,0.000577782
68,652.461,0.43849,0.36845,0.89815,0.9029,0.97928,0.92438,0.79607,0.54812,0.44475,0.92957,0.000561279,0.000561279,0.000561279
69,661.866,0.42862,0.36117,0.88847,0.9028,0.9814,0.91568,0.79252,0.52047,0.44737,0.95619,0.000544776,0.000544776,0.000544776
70,673.023,0.42371,0.35165,0.89051,0.87878,0.9993,0.91686,0.78828,0.49007,0.43485,0.94629,0.000528272,0.000528272,0.000528272
71,683.82,0.43027,0.35688,0.89216,0.87858,1,0.91716,0.79788,0.50074,0.42993,0.94415,0.000511769,0.000511769,0.000511769
72,695.92,0.43807,0.36778,0.89557,0.87979,1,0.91508,0.79901,0.49841,0.42729,0.94909,0.000495266,0.000495266,0.000495266
73,707.185,0.41592,0.35027,0.89443,0.87924,1,0.91334,0.79421,0.512,0.46764,0.936,0.000478762,0.000478762,0.000478762
74,719.331,0.42235,0.34982,0.89686,0.89269,0.98476,0.91017,0.78088,0.54377,0.46797,0.94273,0.000462259,0.000462259,0.000462259
75,730.267,0.42479,0.36475,0.88584,0.89756,0.97995,0.91237,0.7979,0.50079,0.41005,0.94418,0.000445756,0.000445756,0.000445756
76,740.629,0.41347,0.33766,0.89035,0.8992,0.97866,0.93469,0.81324,0.55907,0.45663,0.93621,0.000429253,0.000429253,0.000429253
77,751.175,0.41755,0.34386,0.88802,0.88077,1,0.92548,0.79916,0.51719,0.42215,0.95055,0.000412749,0.000412749,0.000412749
78,761.716,0.41455,0.36154,0.88705,0.88128,1,0.91978,0.7948,0.52942,0.43359,0.94625,0.000396246,0.000396246,0.000396246
79,772.033,0.41882,0.34583,0.88965,0.88363,1,0.91884,0.79417,0.54867,0.45386,0.94874,0.000379743,0.000379743,0.000379743
80,782.17,0.42636,0.35063,0.89068,0.88319,0.99693,0.91478,0.7739,0.6052,0.44023,0.95425,0.000363239,0.000363239,0.000363239
81,791.795,0.40914,0.34083,0.89108,0.88093,0.99902,0.91853,0.78365,0.55297,0.43765,0.95426,0.000346736,0.000346736,0.000346736
82,801.452,0.41206,0.33365,0.88218,0.88028,1,0.91793,0.79553,0.50905,0.43103,0.93907,0.000330233,0.000330233,0.000330233
83,810.769,0.41405,0.3355,0.89609,0.88339,0.99463,0.91803,0.79473,0.50986,0.4572,0.94848,0.000313729,0.000313729,0.000313729
84,820.133,0.41702,0.3437,0.89702,0.88095,1,0.92284,0.7985,0.55011,0.42982,0.94614,0.000297226,0.000297226,0.000297226
85,829.685,0.40531,0.32656,0.88984,0.88314,0.99695,0.93217,0.78817,0.58521,0.4406,0.94413,0.000280723,0.000280723,0.000280723
86,838.877,0.41057,0.33736,0.88281,0.88066,1,0.92273,0.80377,0.49488,0.41884,0.93381,0.00026422,0.00026422,0.00026422
87,848.724,0.39525,0.33156,0.88987,0.87885,1,0.91279,0.79814,0.49882,0.41677,0.92845,0.000247716,0.000247716,0.000247716
88,858.436,0.39498,0.32511,0.88765,0.8822,0.99695,0.91127,0.7916,0.50282,0.42807,0.93166,0.000231213,0.000231213,0.000231213
89,868.091,0.39042,0.31814,0.88726,0.88109,1,0.9128,0.79598,0.51979,0.44771,0.93516,0.00021471,0.00021471,0.00021471
90,877.603,0.37777,0.30465,0.88666,0.88048,1,0.91029,0.78054,0.52646,0.42751,0.9444,0.000198206,0.000198206,0.000198206
91,905.876,0.37994,0.30071,0.86382,0.87366,1,0.91199,0.78238,0.52349,0.45454,0.94476,0.000181703,0.000181703,0.000181703
92,915.099,0.38313,0.2892,0.86712,0.87201,0.99695,0.91347,0.79287,0.49869,0.42767,0.93419,0.0001652,0.0001652,0.0001652
93,924.462,0.36857,0.28448,0.86029,0.87662,0.99867,0.91418,0.77968,0.51993,0.46067,0.94073,0.000148696,0.000148696,0.000148696
94,933.717,0.3708,0.28637,0.86475,0.87887,1,0.91701,0.7934,0.50062,0.44886,0.93397,0.000132193,0.000132193,0.000132193
95,943.107,0.37899,0.28466,0.85997,0.87858,1,0.91108,0.7958,0.48496,0.43231,0.9307,0.00011569,0.00011569,0.00011569
96,952.54,0.36426,0.27876,0.86176,0.87868,1,0.91175,0.79026,0.50272,0.4335,0.93748,9.91865e-05,9.91865e-05,9.91865e-05
97,962.093,0.36574,0.27762,0.85782,0.88381,0.99859,0.916,0.79026,0.51044,0.42168,0.93793,8.26832e-05,8.26832e-05,8.26832e-05
98,971.391,0.36653,0.26909,0.86577,0.88342,1,0.91912,0.7903,0.51603,0.42286,0.94156,6.61799e-05,6.61799e-05,6.61799e-05
99,980.661,0.36424,0.2692,0.86204,0.88123,1,0.91935,0.79075,0.52311,0.43237,0.93943,4.96766e-05,4.96766e-05,4.96766e-05
100,990.608,0.36478,0.26579,0.86459,0.87876,1,0.92041,0.79357,0.51804,0.42589,0.93954,3.31733e-05,3.31733e-05,3.31733e-05
