epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
111,9504.4,0.45437,0.29006,0.0045,0.9019,0.96021,0.92775,0.81512,0.57365,0.37413,0.00865,0.000759318,0.000759318,0.000759318
112,9587.27,0.44921,0.29582,0.00443,0.8842,0.95748,0.9301,0.79479,0.58451,0.41238,0.00973,0.000751067,0.000751067,0.000751067
113,9667.74,0.44897,0.31384,0.00438,0.87636,0.98332,0.90896,0.80955,0.49449,0.41367,0.00777,0.000742815,0.000742815,0.000742815
114,9749.15,0.45074,0.29232,0.00437,0.90119,0.98073,0.92044,0.81168,0.5615,0.42636,0.0095,0.000734564,0.000734564,0.000734564
115,9829.82,0.45647,0.29304,0.00441,0.88466,0.97674,0.91621,0.80582,0.56735,0.44419,0.00959,0.000726312,0.000726312,0.000726312
116,9912.68,0.48048,0.30646,0.00437,0.8808,0.95904,0.91095,0.82532,0.48608,0.42172,0.00795,0.00071806,0.00071806,0.00071806
117,9993.16,0.44553,0.30007,0.0042,0.8849,0.95732,0.91377,0.81299,0.53729,0.42283,0.00914,0.000709809,0.000709809,0.000709809
118,10075.8,0.4509,0.28493,0.00437,0.86772,0.96037,0.90903,0.8018,0.57906,0.44985,0.00879,0.000701557,0.000701557,0.000701557
119,10156.1,0.4405,0.28634,0.00419,0.88651,0.97362,0.90635,0.7829,0.58673,0.43443,0.00888,0.000693305,0.000693305,0.000693305
120,10238.5,0.45903,0.29855,0.00453,0.88431,0.97721,0.91716,0.80357,0.53698,0.38985,0.00819,0.000685054,0.000685054,0.000685054
121,10319,0.45862,0.28897,0.00446,0.90036,0.97866,0.91557,0.77436,0.65755,0.44562,0.01096,0.000676802,0.000676802,0.000676802
122,10400.1,0.45732,0.30289,0.00444,0.89812,0.95916,0.91179,0.76191,0.72228,0.45344,0.01233,0.00066855,0.00066855,0.00066855
123,10481,0.46934,0.27741,0.00434,0.88495,0.96646,0.91827,0.78414,0.6455,0.46423,0.01061,0.000660299,0.000660299,0.000660299
124,10564,0.46553,0.29265,0.00476,0.87357,0.94891,0.92354,0.82255,0.55613,0.45715,0.00905,0.000652047,0.000652047,0.000652047
125,10644.8,0.43065,0.27211,0.0043,0.86679,0.95122,0.9067,0.80584,0.52517,0.4274,0.00763,0.000643795,0.000643795,0.000643795
126,10725,0.44022,0.27205,0.00426,0.89892,0.96597,0.91788,0.82281,0.55856,0.41522,0.00885,0.000635544,0.000635544,0.000635544
127,10806.1,0.43821,0.26504,0.00451,0.89964,0.97024,0.92088,0.8278,0.52785,0.41952,0.00786,0.000627292,0.000627292,0.000627292
128,10888.6,0.44787,0.26708,0.00462,0.89986,0.96409,0.91698,0.82432,0.49378,0.45628,0.00757,0.00061904,0.00061904,0.00061904
129,10969.8,0.42503,0.2637,0.00428,0.89471,0.97468,0.92888,0.82337,0.55013,0.39981,0.00949,0.000610789,0.000610789,0.000610789
130,11052.7,0.41883,0.24747,0.00397,0.87924,0.97928,0.91978,0.78961,0.62711,0.44878,0.01089,0.000602537,0.000602537,0.000602537
131,11133.6,0.41881,0.26403,0.00373,0.88602,0.98089,0.91082,0.79302,0.57528,0.42089,0.00914,0.000594286,0.000594286,0.000594286
132,11216.3,0.42197,0.2584,0.00392,0.89695,0.97406,0.92055,0.78745,0.62119,0.4308,0.0107,0.000586034,0.000586034,0.000586034
133,11297,0.42964,0.25557,0.0041,0.89326,0.96734,0.91498,0.81207,0.52417,0.4084,0.00847,0.000577782,0.000577782,0.000577782
134,11379.7,0.41813,0.26714,0.00376,0.89066,0.97866,0.92088,0.82547,0.51866,0.40266,0.0081,0.000569531,0.000569531,0.000569531
135,11463.7,0.43149,0.27852,0.00393,0.90358,0.97561,0.91763,0.81611,0.53547,0.42585,0.00842,0.000561279,0.000561279,0.000561279
136,11546.3,0.43203,0.26862,0.00411,0.89948,0.97561,0.91201,0.80847,0.53985,0.44244,0.00845,0.000553027,0.000553027,0.000553027
137,11627.6,0.42082,0.25804,0.0041,0.89352,0.95949,0.9078,0.81196,0.49086,0.45134,0.00814,0.000544776,0.000544776,0.000544776
138,11710.3,0.45202,0.2625,0.00413,0.89263,0.94512,0.90035,0.75558,0.66726,0.48967,0.01055,0.000536524,0.000536524,0.000536524
139,11794.5,0.44582,0.2726,0.00412,0.87706,0.95267,0.91646,0.81856,0.52629,0.423,0.00869,0.000528272,0.000528272,0.000528272
140,11877.1,0.41857,0.26537,0.00403,0.87234,0.9793,0.91213,0.81884,0.51759,0.43516,0.00773,0.000520021,0.000520021,0.000520021
141,11958.1,0.43418,0.26929,0.00441,0.90491,0.96557,0.91265,0.81025,0.54268,0.40859,0.0086,0.000511769,0.000511769,0.000511769
142,12041.7,0.43014,0.25789,0.0039,0.89365,0.97561,0.91454,0.78776,0.61035,0.41033,0.00931,0.000503517,0.000503517,0.000503517
143,12133.4,0.42067,0.27461,0.00405,0.89324,0.96951,0.92837,0.82292,0.55132,0.4014,0.00936,0.000495266,0.000495266,0.000495266
144,12216.1,0.42494,0.2472,0.00413,0.90532,0.97373,0.93181,0.83615,0.519,0.37126,0.00821,0.000487014,0.000487014,0.000487014
145,12307.3,0.43519,0.24901,0.00421,0.88227,0.98132,0.9204,0.80243,0.56343,0.39448,0.00909,0.000478762,0.000478762,0.000478762
146,12392.2,0.4087,0.25784,0.00385,0.90279,0.96059,0.93038,0.8125,0.57239,0.39855,0.00863,0.000470511,0.000470511,0.000470511
147,12475.5,0.40342,0.2483,0.0037,0.89079,0.96646,0.92483,0.82156,0.5355,0.37553,0.00834,0.000462259,0.000462259,0.000462259
148,12558.4,0.42348,0.24886,0.0041,0.87989,0.96646,0.91437,0.7966,0.55601,0.41113,0.00924,0.000454007,0.000454007,0.000454007
149,12644.7,0.40741,0.24855,0.0039,0.88138,0.96341,0.90595,0.80287,0.49629,0.40884,0.00776,0.000445756,0.000445756,0.000445756
150,12726.7,0.41452,0.25943,0.00389,0.89226,0.96646,0.90873,0.78317,0.58048,0.41826,0.00996,0.000437504,0.000437504,0.000437504
151,12810.4,0.40925,0.23397,0.00382,0.89322,0.97866,0.92072,0.81634,0.54379,0.37836,0.00888,0.000429253,0.000429253,0.000429253
152,12894.6,0.41266,0.23781,0.00396,0.90279,0.97668,0.92123,0.81559,0.54894,0.37146,0.00849,0.000421001,0.000421001,0.000421001
153,12978.8,0.40309,0.24461,0.00364,0.87916,0.98433,0.91048,0.80874,0.53707,0.43617,0.00833,0.000412749,0.000412749,0.000412749
154,13062.5,0.40511,0.23714,0.00366,0.89739,0.97688,0.92973,0.81004,0.61969,0.43037,0.00967,0.000404498,0.000404498,0.000404498
155,13145.2,0.41401,0.24001,0.00383,0.89915,0.97062,0.9171,0.81272,0.53261,0.39924,0.00841,0.000396246,0.000396246,0.000396246
156,13228.1,0.41273,0.2484,0.0039,0.89308,0.95244,0.93193,0.8211,0.57699,0.45671,0.00901,0.000387994,0.000387994,0.000387994
157,13310.8,0.39497,0.23829,0.00372,0.88828,0.96951,0.92806,0.8144,0.57635,0.44509,0.0083,0.000379743,0.000379743,0.000379743
158,13392.5,0.40726,0.25045,0.0038,0.89481,0.96571,0.92412,0.80264,0.5928,0.43462,0.00967,0.000371491,0.000371491,0.000371491
159,13475.2,0.3932,0.24172,0.00377,0.89608,0.96342,0.91538,0.80089,0.56489,0.43352,0.0088,0.000363239,0.000363239,0.000363239
160,13557.4,0.41064,0.24194,0.00377,0.88953,0.97561,0.92695,0.82667,0.52823,0.41135,0.00854,0.000354988,0.000354988,0.000354988
161,13638.7,0.41482,0.23738,0.00374,0.88609,0.97866,0.91128,0.82098,0.49987,0.40163,0.00789,0.000346736,0.000346736,0.000346736
162,13723.6,0.38108,0.23406,0.00344,0.9038,0.96646,0.92205,0.80521,0.59107,0.40735,0.0089,0.000338484,0.000338484,0.000338484
163,13811.3,0.38863,0.23116,0.00357,0.89653,0.98171,0.91765,0.80913,0.55002,0.41142,0.0089,0.000330233,0.000330233,0.000330233
164,13898.2,0.38685,0.24052,0.00356,0.90273,0.98171,0.91519,0.82063,0.52651,0.41212,0.00819,0.000321981,0.000321981,0.000321981
165,13983.7,0.40228,0.25605,0.00371,0.90225,0.97165,0.91504,0.78394,0.62841,0.4194,0.00996,0.000313729,0.000313729,0.000313729
166,14078.8,0.38262,0.23535,0.00347,0.91336,0.96665,0.93655,0.83482,0.51804,0.36273,0.00823,0.000305478,0.000305478,0.000305478
167,14172.9,0.39311,0.2322,0.00357,0.88729,0.97275,0.91793,0.80354,0.57929,0.40839,0.00893,0.000297226,0.000297226,0.000297226
168,14266.9,0.3889,0.23573,0.00364,0.89063,0.97853,0.91993,0.80191,0.54573,0.39385,0.00883,0.000288974,0.000288974,0.000288974
169,14350,0.38654,0.2493,0.00344,0.88262,0.98313,0.92045,0.80011,0.54298,0.40313,0.00866,0.000280723,0.000280723,0.000280723
170,14434.1,0.3806,0.22579,0.00342,0.89097,0.97201,0.91709,0.78433,0.58266,0.43382,0.00884,0.000272471,0.000272471,0.000272471
171,14521.6,0.38381,0.22218,0.00355,0.88799,0.97565,0.90974,0.80395,0.52353,0.40631,0.00824,0.00026422,0.00026422,0.00026422
172,14635.9,0.39027,0.2254,0.00362,0.89552,0.97289,0.91264,0.79598,0.58066,0.40424,0.00929,0.000255968,0.000255968,0.000255968
173,14718.6,0.3957,0.23165,0.00375,0.88374,0.98476,0.91493,0.79933,0.56034,0.40586,0.00849,0.000247716,0.000247716,0.000247716
174,14800.2,0.39392,0.24179,0.00366,0.88148,0.97414,0.91807,0.80732,0.55473,0.42756,0.00855,0.000239465,0.000239465,0.000239465
175,14880.3,0.39525,0.24155,0.00383,0.88893,0.98171,0.92546,0.81496,0.55914,0.41323,0.00839,0.000231213,0.000231213,0.000231213
176,14961.8,0.39035,0.22726,0.0035,0.87168,0.97131,0.91807,0.79573,0.57776,0.43601,0.00909,0.000222961,0.000222961,0.000222961
177,15042,0.38978,0.23978,0.00364,0.89052,0.95732,0.92536,0.81184,0.55879,0.41807,0.00919,0.00021471,0.00021471,0.00021471
178,15122.4,0.36507,0.22179,0.00343,0.87382,0.97561,0.9109,0.78902,0.56997,0.42738,0.00847,0.000206458,0.000206458,0.000206458
179,15202.3,0.38536,0.23413,0.00356,0.88875,0.96951,0.91205,0.80632,0.54716,0.42719,0.00857,0.000198206,0.000198206,0.000198206
180,15283.9,0.37502,0.22004,0.00343,0.89789,0.98067,0.91291,0.7999,0.54285,0.40913,0.00846,0.000189955,0.000189955,0.000189955
181,15365.1,0.36702,0.22176,0.00336,0.88356,0.97728,0.91676,0.80592,0.54208,0.42157,0.00827,0.000181703,0.000181703,0.000181703
182,15446.7,0.36641,0.22205,0.00332,0.89346,0.97866,0.92336,0.80103,0.56155,0.39441,0.00877,0.000173451,0.000173451,0.000173451
183,15527.1,0.36791,0.21279,0.00345,0.88709,0.97866,0.9227,0.81545,0.55667,0.41902,0.00861,0.0001652,0.0001652,0.0001652
184,15608.8,0.37448,0.22642,0.00346,0.91395,0.95644,0.94568,0.84868,0.52547,0.39444,0.00815,0.000156948,0.000156948,0.000156948
