epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
75,2665.93,0.51472,0.40378,0.9237,0.89636,0.98476,0.91768,0.69832,0.9731,0.50186,0.64763,0.00105638,0.00105638,0.00105638
76,2701.23,0.52678,0.39096,0.91403,0.8948,0.98476,0.92125,0.69795,0.99401,0.52629,0.65602,0.00104813,0.00104813,0.00104813
77,2736.56,0.50014,0.38541,0.92131,0.88822,0.98644,0.92349,0.70952,0.94813,0.53589,0.65041,0.00103987,0.00103987,0.00103987
78,2771.38,0.4873,0.39542,0.91545,0.88538,0.99085,0.91938,0.6894,0.97509,0.52074,0.66072,0.00103162,0.00103162,0.00103162
79,2806.57,0.51522,0.38888,0.92061,0.89293,0.98775,0.91212,0.66426,1.05901,0.53419,0.7348,0.00102337,0.00102337,0.00102337
80,2837.87,0.49763,0.39054,0.92437,0.88752,0.98659,0.94233,0.72388,0.96103,0.52367,0.65186,0.00101512,0.00101512,0.00101512
81,2876.94,0.51474,0.38463,0.92049,0.85921,1,0.905,0.68691,1.00486,0.54685,0.69754,0.00100687,0.00100687,0.00100687
82,2911.62,0.50931,0.39201,0.925,0.8942,0.99085,0.93254,0.70872,0.97943,0.53152,0.67412,0.000998616,0.000998616,0.000998616
83,2946.96,0.52666,0.39297,0.91962,0.88737,0.9897,0.91775,0.692,0.95228,0.50744,0.67365,0.000990365,0.000990365,0.000990365
84,2982.43,0.52566,0.40251,0.92598,0.90353,0.98476,0.91932,0.68103,1.04719,0.5325,0.67142,0.000982113,0.000982113,0.000982113
85,3017.69,0.50661,0.38507,0.92559,0.86767,0.9878,0.9118,0.68744,0.99153,0.55432,0.65024,0.000973861,0.000973861,0.000973861
86,3052.41,0.53108,0.39505,0.91685,0.88989,0.98376,0.91528,0.68184,1.02147,0.52358,0.65764,0.00096561,0.00096561,0.00096561
87,3087.75,0.51915,0.37593,0.91694,0.88914,0.99085,0.92458,0.6981,0.9941,0.49026,0.65617,0.000957358,0.000957358,0.000957358
88,3123.1,0.49017,0.36157,0.90829,0.89583,0.98476,0.91977,0.69254,0.97867,0.48874,0.66815,0.000949106,0.000949106,0.000949106
89,3152.16,0.48643,0.36318,0.90487,0.89753,0.98435,0.91722,0.68772,0.98445,0.50477,0.65969,0.000940855,0.000940855,0.000940855
90,3190.77,0.47107,0.34943,0.90662,0.88586,0.9878,0.91588,0.68672,0.99549,0.52284,0.68763,0.000932603,0.000932603,0.000932603
91,3225.98,0.50842,0.3761,0.91232,0.89276,0.98476,0.91532,0.67586,1.01816,0.50411,0.65897,0.000924352,0.000924352,0.000924352
92,3261.44,0.49952,0.38385,0.91191,0.89208,0.98476,0.91534,0.68558,0.97822,0.50496,0.65899,0.0009161,0.0009161,0.0009161
93,3296.94,0.49729,0.39222,0.91644,0.88483,0.99058,0.91601,0.6974,0.95538,0.51143,0.65668,0.000907848,0.000907848,0.000907848
94,3331.8,0.48596,0.36252,0.9067,0.89346,0.98476,0.92728,0.69581,0.97994,0.49449,0.66918,0.000899597,0.000899597,0.000899597
95,3368.25,0.50256,0.36999,0.91244,0.88252,0.98926,0.93246,0.69547,1.03473,0.56022,0.67687,0.000891345,0.000891345,0.000891345
96,3404.13,0.50763,0.36305,0.90286,0.89653,0.98171,0.9272,0.67385,1.05304,0.52065,0.67578,0.000883093,0.000883093,0.000883093
